City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
258,Oum Hadjer,TD,2022-03-08 20:39:58,13.2954,19.6966,305.97,9,96,4.07
259,Satinka,RU,2022-03-08 20:39:58,52.3792,41.6819,264.16,96,100,2.32
260,Ribeira Grande,PT,2022-03-08 20:39:59,38.5167,-28.7,290.37,82,75,8.75
261,Nyimba,ZM,2022-03-08 20:39:59,-14.5566,30.8149,293.58,97,88,1.9
262,Hearst,CA,2022-03-08 20:39:59,49.6835,-83.6665,275.29,84,100,5.67
263,Mount Isa,AU,2022-03-08 20:40:00,-20.7333,139.5,300.02,36,0,6.69
264,Farias Brito,BR,2022-03-08 20:40:01,-6.9306,-39.5656,303.53,47,100,1.5
265,Luderitz,NA,2022-03-08 20:39:30,-26.6481,15.1594,293.21,79,0,5.89
266,Kruisfontein,ZA,2022-03-08 20:41:02,-34.0033,24.7314,293.09,83,67,4.92
267,Bogandinskiy,RU,2022-03-08 20:41:02,56.8937,65.8938,250.3,100,47,0.9
268,Blackfoot,US,2022-03-08 20:40:15,43.1905,-112.345,276.03,80,100,5.81
269,Shingu,JP,2022-03-08 20:41:03,33.7333,135.9833,275.88,54,15,2.42
270,Miquelon,PM,2022-03-08 20:39:31,47.0975,-56.3814,273.15,78,100,21.99
271,Sitka,US,2022-03-08 20:41:04,57.0531,-135.33,278.09,45,20,2.57
272,Hurghada,EG,2022-03-08 20:37:19,27.2574,33.8129,295.17,60,0,3.09
273,De Aar,ZA,2022-03-08 20:41:04,-30.6497,24.0123,294.95,61,99,1.78
274,Anzio,IT,2022-03-08 20:41:05,41.4853,12.6179,278.71,52,2,5.26
275,Marsa Matruh,EG,2022-03-08 20:41:05,31.3525,27.2453,286.96,86,91,3.19
276,Kastamonu,TR,2022-03-08 20:41:06,41.5,33.6667,272.04,96,100,1.76
277,Quelimane,MZ,2022-03-08 20:41:07,-17.8786,36.8883,300.12,83,40,1.54
278,Saint-Pierre,RE,2022-03-08 20:41:07,-21.3393,55.4781,298.97,82,0,2.06
279,Khani,GE,2022-03-08 20:41:07,41.9563,42.9566,273.91,98,100,0.88
280,Palmer,US,2022-03-08 20:41:08,42.1584,-72.3287,279.74,30,20,6.17
281,Olot,ES,2022-03-08 20:41:08,42.181,2.4901,283.27,65,99,0.45
282,Boende,CD,2022-03-08 20:41:09,-0.2167,20.8667,296.43,86,100,0.86
283,Mezen,RU,2022-03-08 20:41:09,65.8522,44.24,257.18,96,100,2.91
284,Rawson,AR,2022-03-08 20:41:09,-43.3002,-65.1023,299.07,29,50,17.59
285,Ayagoz,KZ,2022-03-08 20:41:10,47.9714,80.4392,259.66,97,57,3.42
286,Sao Gabriel Da Cachoeira,BR,2022-03-08 20:41:10,-0.1303,-67.0892,302.04,79,40,2.06
287,Makubetsu,JP,2022-03-08 20:41:11,45.3714,141.8211,266.69,81,21,3.62
288,Belyy Yar,RU,2022-03-08 20:41:11,53.6039,91.3903,266.09,49,0,10.0
289,Manta,EC,2022-03-08 20:38:56,-0.95,-80.7333,301.07,71,100,5.07
290,Lufilufi,WS,2022-03-08 20:41:12,-13.8745,-171.5986,302.03,78,97,4.9
291,Biala Podlaska,PL,2022-03-08 20:41:13,52.0324,23.1165,272.69,75,100,2.59
292,Aksu,CN,2022-03-08 20:41:14,41.1231,80.2644,282.02,31,98,2.22
293,Tome,CL,2022-03-08 20:41:14,-36.6167,-72.95,289.49,77,21,3.89
